,Hostname,Port,Name,Status,Vlan,Duplex,Speed,Type
277,DC-DIST7-2,Vlan872,PPC-BLADE2,connected,routed,auto,auto,--
278,DC-DIST7-2,Vlan873,PPC-BLADE3,connected,routed,auto,auto,--
279,DC-DIST7-2,Vlan874,PPC-BLADE4 (SAP-PROD),connected,routed,auto,auto,--
280,DC-DIST7-2,Vlan875,Bladeserver VLAN 875,connected,routed,auto,auto,--
281,DC-DIST7-2,Vlan876,<OFF-SHORE HCL>,connected,routed,auto,auto,--
282,DC-DIST7-2,Vlan877,VMWare Dev Data,connected,routed,auto,auto,--
283,DC-DIST7-2,Vlan878,VMWare Dev Vmotion,connected,routed,auto,auto,--
284,DC-DIST7-2,Vlan879,Bladeserver-PPC-BLADE9,connected,routed,auto,auto,--
285,DC-DIST7-2,Vlan880,PPC-UC1,connected,routed,auto,auto,--
286,DC-DIST7-2,Vlan881,DC-SAS1,connected,routed,auto,auto,--
287,DC-DIST7-2,Vlan882,DC-SAS2,connected,routed,auto,auto,--
288,DC-DIST7-2,Vlan883,DC-SAS3,connected,routed,auto,auto,--
289,DC-DIST7-2,Vlan884,Server VLAN,connected,routed,auto,auto,--
290,DC-DIST7-2,Vlan886,MOB DC MONITORING,connected,routed,auto,auto,--
291,DC-DIST7-2,Vlan887,Airflow control,connected,routed,auto,auto,--
292,DC-DIST7-2,Vlan888,ISILON-1,connected,routed,auto,auto,--
293,DC-DIST7-2,Vlan889,ISILON-2,connected,routed,auto,auto,--
294,DC-DIST7-2,Vlan890,ISILON-3,connected,routed,auto,auto,--
295,DC-DIST7-2,Vlan894,<OFF-SHORE HCL TEMP>,connected,routed,auto,auto,--
296,DC-DIST7-2,Vlan895,<OFF-SHORE LNT>,connected,routed,auto,auto,--
297,DC-DIST7-2,Vlan896,<OFF-SHORE TCS>,connected,routed,auto,auto,--
298,DC-DIST7-2,Vlan897,<MISC VLAN>,connected,routed,auto,auto,--
299,DC-DIST7-2,Vlan898,ALIAS data segment,connected,routed,auto,auto,--
300,DC-DIST7-2,Vlan899,ALIAS heartbeat segment,connected,routed,auto,auto,--
301,DC-DIST7-2,Vlan900,UCS 14-9 data segment,connected,routed,auto,auto,--
302,DC-DIST7-2,Vlan901,Xen Desktop1 data segment,connected,routed,auto,auto,--
303,DC-DIST7-2,Vlan902,Xen Desktop2 data segment,connected,routed,auto,auto,--
304,DC-DIST7-2,Vlan903,Xen Desktop3 data segment,connected,routed,auto,auto,--
305,DC-DIST7-2,Vlan904,XENDESKTOP 2013,connected,routed,auto,auto,--
306,DC-DIST7-2,Vlan911,Screenlife segment 1,connected,routed,auto,auto,--
307,DC-DIST7-2,Vlan912,Screenlife segment 2,connected,routed,auto,auto,--
308,DC-DIST7-2,Vlan913,Screenlife segment 3,connected,routed,auto,auto,--
309,DC-DIST7-2,Vlan915,XENDESKTOP 2016,connected,routed,auto,auto,--
310,DC-DIST7-2,Vlan942,OPENSTACK-MULTIPLATFORM,connected,routed,auto,auto,--
311,DC-DIST7-2,Vlan960,DR_subnet,connected,routed,auto,auto,--
312,DC-DIST7-2,Vlan989,--,down,routed,auto,auto,--
313,DC-DIST7-2,Vlan1240,VSI-Data-Management-New,connected,routed,auto,auto,--
314,DC-DIST7-2,Vlan1242,VSI-NFS-Storage-New,connected,routed,auto,auto,--
315,DC-DIST7-2,Vlan1244,VSI-Zerto-New,connected,routed,auto,auto,--
316,DC-DIST7-2,Vlan1246,VSI-vMotion-New,connected,routed,auto,auto,--
317,DC-DIST7-2,Vlan1248,VSI-UCS-KVM-MGMT-New,connected,routed,auto,auto,--
318,DC-DIST7-2,Vlan1250,VSI-VCHA-New,connected,routed,auto,auto,--
319,DC-DIST7-2,Vlan1438,--,connected,routed,auto,auto,--
320,DC-DIST7-2,Vlan1801,Test-WC-COLO-Project,connected,routed,auto,auto,--
321,DC-DIST7-2,Vlan2024,CRESTRON-AV-MOB,down,routed,auto,auto,--
322,DC-DIST7-2,Vlan2025,CRESTRON-AV-ADMIN,down,routed,auto,auto,--
323,DC-DIST7-2,Vlan2026,Cube LAN,connected,routed,auto,auto,--
324,DC-DIST7-2,Vlan2027,Cube Hearbeat,connected,routed,auto,auto,--
325,DC-DIST7-2,Vlan2028,Cube Management,connected,routed,auto,auto,--
326,DC-DIST7-2,Vlan2234,HED-SW1 VOIP,down,routed,auto,auto,--
327,DC-DIST7-2,Vlan2682,AVID-172.19.31.0-24,down,routed,auto,auto,--
328,DC-DIST7-2,Vlan3000,*** This VLAN is used to create an EIGRP adjacency across the vPC Peer-Link ***,connected,routed,auto,auto,--
329,DC-DIST7-2,Vlan3234,HED-SW1 DATA,down,routed,auto,auto,--
330,DC-DIST7-2,Vlan3333,--,connected,routed,auto,auto,--
